Date,Startup Name,Vertical,Sub Vertical,City,Investor,Round,Amount in Rs.,Month,Year
2015-08-21,epoise,job search platform,,bangalore,"orios venture partners, amit ranjan & others",Seed Funding,4.17,8.0,2015.0
2015-08-24,jolly food fellow,food customer analytics platform,,ahmedabad,the 1947,Seed Funding,2.5,8.0,2015.0
2015-08-24,bookmein,professional service appointment booking service,,mumbai,ajmera group of companies,Seed Funding,3.34,8.0,2015.0
2015-08-25,qyk app,on-demand app based professional service provider,,bangalore,"growx ventures, tracxn labs, powai lake ventures, and sahil barua",Private Equity,8.35,8.0,2015.0
2015-08-25,eazydiner,restaurant reservation platform,,gurgaon,"dsg consumer partners, saama capital",Private Equity,25.05,8.0,2015.0
2015-08-25,revx,cross-channel crm platform,,mumbai,"norwest venture partners, nexus venture partners, helion venture partners, draper fisher jurvetson, peepul capital",Private Equity,33.4,8.0,2015.0
2015-08-25,icustommadeit,professional custom creators marketplace,,pune,group of angel investors,Seed Funding,0.42,8.0,2015.0
2015-08-26,pickmylaundry,on-demand washing & dry-cleaning,,new delhi,ghv accelerator,Seed Funding,0.83,8.0,2015.0
2015-08-26,belita,on-demand beauty service,,mumbai,"india quotient, letsventure investors, lead angels",Seed Funding,3.34,8.0,2015.0
2015-08-26,foodtalkindia,online food community platform,,gurgaon,undisclosed investor,Seed Funding,4.17,8.0,2015.0
2015-08-28,rollmafia,qsr restaurant chain,,pune,equentia natural resources,Seed Funding,1.34,8.0,2015.0
2015-08-31,dropkaffe,online coffee delivery platform,,bangalore,"manish singhal, p39 capital & others",Seed Funding,2.5,8.0,2015.0
2015-08-31,reverie,language localization cloud platform,,bangalore,"aspada investment advisors, qualcomm ventures",Private Equity,33.4,8.0,2015.0
2015-07-01,cloudcherry analytics,crm / analytics platform,,chennai,"the chennai angels, idg ventures india",Seed Funding,8.35,7.0,2015.0
,handyhome,hyperlocal electronics repair service,,mumbai,"bessemer ventures, kae capital",Seed Funding,5.26,,
2015-07-01,nxtgen,it infrastructure & data center services,,bangalore,"ifc, axon partners, intel capital",Private Equity,112.72,7.0,2015.0
2015-07-02,bankbazaar,online financial services,,chennai,"amazon, fidelity growth partners, mousse partners",Private Equity,501.0,7.0,2015.0
2015-07-02,gozoomo,used car marketplace,,bangalore,saif partners,Private Equity,41.75,7.0,2015.0
2015-07-02,zenatix,internet of things platform,,gurgaon,"rajan anandan, kunal bahl, rohit bansal, rahul khanna",Seed Funding,1.34,7.0,2015.0
2015-07-03,culturealley,language learning app,,jaipur,tiger global,Private Equity,54.27,7.0,2015.0
2015-07-03,gingercrush,custom merchandize platform,,ahmedabad,"gokul jaykrishna, brand capital",Seed Funding,8.35,7.0,2015.0
2015-07-04,stitchwood,custom furniture marketplace,,mumbai,"powai lake ventures, ajeet khurana & others",Seed Funding,3.3,7.0,2015.0
2015-07-06,paper boat,ethnic beverages manufacturer,,gurgaon,"sofina, hillhouse capital",Private Equity,250.5,7.0,2015.0
2015-07-07,wudstay,budget accommodation aggregator,,gurgaon,"mangroves capital partners, vikas saxena",Private Equity,25.05,7.0,2015.0
2015-07-07,liases foras,real estate rating & analysis,,new delhi,dmg information asia pacific,Private Equity,41.75,7.0,2015.0
2015-07-08,saavn,music streaming app,,mumbai,"tiger global management, bertelsmann india, steadview capital, liberty media, mousse partners, quilvest",Private Equity,835.0,7.0,2015.0
2015-07-08,flytxt,big data & analytics platform,,mumbai / global,"sunrise capital gmbh, big data investments b.v",Private Equity,91.85,7.0,2015.0
2015-07-08,axtria,big data & analytics platform,,india/us,"helion venture partners,amarpreet sawhney, deshpande foundation, fred khosravi, richard s. braddock",Private Equity,250.5,7.0,2015.0
2015-07-08,hopping chef,online food-tech platform,,mumbai,mirah hospitality,Seed Funding,3.92,7.0,2015.0
2015-07-08,collectabillia,celebrity fashion brand,,bangalore,accel partners,Private Equity,62.62,7.0,2015.0
2015-07-08,lendingkart,online finance lending platform,,ahmedabad,"saama capital, mayfield, ashvin chadha, shailesh mehta",Private Equity,83.5,7.0,2015.0
2015-07-08,lybrate,healthcare mobile app,,new delhi,"tiger global management, ratan tata, nexus venture partners",Private Equity,85.17,7.0,2015.0
2015-07-08,zoomcar,self-driven vehicle rental,,bangalore,"sequoia capital, empire angels, ngp",Private Equity,91.85,7.0,2015.0
2015-07-09,bluestone,\\xc2\\xa0online jewellery store,,bangalore,"\\xc2\\xa0ivycap ventures, accel partners, dragoneer investment group",Private Equity,135.27,7.0,2015.0
2015-07-09,shopsity,\\xc2\\xa0fashion info aggregator app,,gurgaon,"\\xc2\\xa0 sandeep aggarwal, teruhide sato",Seed Funding,0.0,7.0,2015.0
2015-07-09,notesgen,\\xc2\\xa0online study notes marketplace,,\\xc2\\xa0new delhi,"\\xc2\\xa0rajeev saraf, arvind jha, r. satya narayanan",Seed Funding,0.0,7.0,2015.0
2015-07-10,infinity assurance,\\xc2\\xa0warranty programs service administration,,\\xc2\\xa0new delhi,\\xc2\\xa0indian angel network,Seed Funding,5.01,7.0,2015.0
2015-07-10,footprints education,\\xc2\\xa0pre-school chain,,gurgaon,"\\xc2\\xa0letsventure, kumar bansal, kshitij jain",Seed Funding,5.72,7.0,2015.0
2015-07-10,loylty rewards,\\xc2\\xa0premium loyalty rewards point management,,mumbai,\\xc2\\xa0indianideas.com,Private Equity,161.57,7.0,2015.0
2015-07-13,ameyo,\\xc2\\xa0contact center software platform,,gurgaon,\\xc2\\xa0forum synergies pe fund,Private Equity,41.75,7.0,2015.0
2015-07-13,mamagoto,\\xc2\\xa0casual dining restaurant chain,,\\xc2\\xa0new delhi,\\xc2\\xa0goldman sachs,Private Equity,83.5,7.0,2015.0
2015-07-13,satvacart,\\xc2\\xa0online grocery delivery,,gurgaon,\\xc2\\xa0palaash ventures,Seed Funding,0.0,7.0,2015.0
2015-07-14,mysmartprice,online comparison engine,,hyderabad,"accel partners, helion venture partners",Private Equity,83.5,7.0,2015.0
2015-07-14,zenify,residential rental management platform,,bangalore,atul jalan,Seed Funding,0.0,7.0,2015.0
2015-07-14,boxmyspace,physical storage warehouses,,mumbai,"ritesh veera, singapore angel network, orios venture partners,",Seed Funding,2.5,7.0,2015.0
2015-07-14,hackerrank,tech recruitment platform,,bangalore,hr technology fund,Private Equity,62.62,7.0,2015.0
2015-07-14,wickedride,bike rental platform,,bangalore,undisclosed,Seed Funding,6.6,7.0,2015.0
2015-07-14,wowexpress,tech enabled logistics platform,,mumbai,tamarind family private trust,Seed Funding,4.17,7.0,2015.0
2015-07-15,oyo rooms,budget hotel accommodation,,gurgaon,"softbank, sequoia capital",Private Equity,835.0,7.0,2015.0
2015-07-15,mobikon,restaurant customer engagement platform,,pune,jungle ventures,Private Equity,2.5,7.0,2015.0
2015-07-15,roadrunnr,hyper local logistics platform,,bangalore,"sequoia capital, nexus venture partners, blume ventures",Private Equity,91.85,7.0,2015.0
2015-07-16,ketto,crowd funding platform,,mumbai,"pradyumna dalmia, sudhir rao & others",Seed Funding,5.84,7.0,2015.0
2015-07-17,quikwallet,f&b sector mobile payment platform,,mumbai,snow leopard technology ventures,Private Equity,13.36,7.0,2015.0
2015-07-17,omnikart,industrial supplies b2b ecommerce,,mumbai,"sumit gandhi, manish gandhi",Seed Funding,0.83,7.0,2015.0
2015-07-20,zo rooms,online budget hotel chain,,new delhi,"tiger global, orios venture partners.",Private Equity,125.25,7.0,2015.0
2015-07-20,innoviti,payment solutions platform,,bangalore,"catamaran ventures, new india investment corporation",Private Equity,40.5,7.0,2015.0
2015-07-21,joy by nature,organic food ecommerce,,new delhi,"mumbai angels, vriddhi fund, others",Private Equity,8.35,7.0,2015.0
2015-07-22,degustibus,fine dining restaurant chain,,mumbai,india value fund advisors,Private Equity,250.5,7.0,2015.0
2015-07-23,nestaway,luxury rental homes,,bangalore,"flipkart, tiger global",Private Equity,106.46,7.0,2015.0
2015-07-23,mswipe,mobile point of sale payment solution,,,"falcon edge capital, meru capital, ola, matrix partners, dsg consumer partners, axis bank",Private Equity,41.75,7.0,2015.0
2015-07-23,myonsto,online grocers,,ahmedabad,jayant bokadia,Seed Funding,2.67,7.0,2015.0
2015-07-23,holidayiq,travel information portal,,bangalore,makemytrip,Private Equity,125.25,7.0,2015.0
2015-07-23,fitternity,fitness marketplace,,mumbai,exfinity venture partners,Private Equity,8.35,7.0,2015.0
2015-07-23,quikr,online & mobile classified listings,,mumbai,"ab kinnevik, falcon edge capital, coatue management",Private Equity,501.0,7.0,2015.0
2015-07-24,broex,real estate broker network app,,gurgaon,lightspeed india,Private Equity,8.35,7.0,2015.0
2015-07-25,credr,used bikes marketplace,,mumbai,fidelity growth partners,Private Equity,125.25,7.0,2015.0
2015-07-27,managemyspa,spa & salon management software,,hyderabad,accel partners,Private Equity,50.1,7.0,2015.0
2015-07-28,pepperfry,online home d\\xc3\\xa9cor marketplace,,mumbai,"goldman sachs, zodius technology fund, bertelsmann india investments norwest venture partners.",Private Equity,835.0,7.0,2015.0
2015-07-28,flipkart,online marketplace,,bangalore,steadview capital and existing investors,Private Equity,5845.0,7.0,2015.0
2015-07-28,opinio,hyperlocal food & grocery store,,bangalore,"accel partners, traxcn labs & others",Seed Funding,10.86,7.0,2015.0
2015-07-28,zoctr,health-tech platform,,mumbai,"sandeep parwal, krishan gupta & others",Seed Funding,8.35,7.0,2015.0
2015-07-29,truehb,medical tech instruments,,new delhi,"sachin and binny bansal, malvinder and shivinder singh, gurpreet singh & others",Seed Funding,3.34,7.0,2015.0
2015-07-29,zovi.com / little app,hyperlocal deals marketplace,,bangalore,"paytm, saif partners, tiger global management & others",Private Equity,417.5,7.0,2015.0
2015-07-29,swajal,innovative water solutions,,gurgaon,abhishek gupta,Private Equity,10.02,7.0,2015.0
2015-07-30,pipa bella,online jewelry store,,mumbai,lionrock capital,Private Equity,5.01,7.0,2015.0
2015-07-30,pragmatix,business intelligence & analytics,,mumbai,sidbi venture capital ltd,Private Equity,3.34,7.0,2015.0
2015-07-30,droom,used vehicle marketplace,,new delhi,"lightbox ventures, beenos",Private Equity,133.6,7.0,2015.0
2015-07-30,madrat games,educational board games,,bangalore,"kunal bahl, rohit bansal",Seed Funding,1.4,7.0,2015.0
2015-07-30,noodle play,chinese food delivery,,mumbai,"elliot stechman, gautam sinha, ambarish ray",Seed Funding,1.4,7.0,2015.0
2015-07-31,lazylad,hyperlocal grocery app,,gurgaon,"jai choi, kiyohiro sugashita, hirokazu",Private Equity,4.17,7.0,2015.0
2015-07-31,bona vita,travel tech,,gurgaon,makemytrip,Private Equity,41.75,7.0,2015.0
2015-06-01,veeba foods,healthy food manufacturer,,new delhi,"dsg consumer partners, saama capital",Private Equity,50.1,6.0,2015.0
2015-06-01,truebil,used car marketplace,,mumbai,"kae capital, anupam mittal",Seed Funding,4.17,6.0,2015.0
2015-06-01,meritnation,online learning platform,,new delhi,infoedge,Private Equity,33.4,6.0,2015.0
2015-06-01,eattreatonline,healthy food online community,,new delhi,group of 15 angel investors,Seed Funding,2.92,6.0,2015.0
2015-06-01,glamrs,online fashion video portal,,mumbai,"ventureworks india, blume ventures, batlivala & karani securities, nikunj jhaveri",Private Equity,8.35,6.0,2015.0
2015-06-01,proviera,probiotic technology products manufacturer,,chennai,infuse ventures,Private Equity,4.59,6.0,2015.0
2015-06-01,arth designbuild,architectural design & consulting,,hyderabad,srinivas tirupati,Seed Funding,4.17,6.0,2015.0
2015-06-02,saama,big data & analytics services,,pune / us,carrick capital partners,Private Equity,292.25,6.0,2015.0
2015-06-02,allizhealth,preventive healthcare services,,pune,mumbai angels & other angel investors,Seed Funding,2.92,6.0,2015.0
2015-06-03,propstack,real estate intelligence platform,,mumbai,dmg information,Private Equity,25.05,6.0,2015.0
2015-06-03,mytaxiindia,online car rental affiliates,,new delhi,green house ventures,Seed Funding,0.83,6.0,2015.0
2015-06-03,arkin net,data center software platform,,pune / us,nexus venture partners,Private Equity,125.25,6.0,2015.0
2015-06-03,little black book delhi,online city & lifestyle guide,,new delhi,"rajan anandan, niraj singh, sachin bhatia, singapore angel network & aseem vadehra",Seed Funding,1.25,6.0,2015.0
2015-06-03,icustomadeit,bespoke merchandize marketplace,,pune,"virendra shahney, dr paresh doshi",Seed Funding,0.42,6.0,2015.0
2015-06-04,ecom express,logistics solution provider,,new delhi,warburg pincus,Private Equity,1143.95,6.0,2015.0
2015-06-04,vidooly,video intelligence platform,,noida,bessemer venture partners,Private Equity,8.35,6.0,2015.0
2015-06-04,flipkart,ecommerce platform,,bangalore,morgan stanley,Private Equity,417.5,6.0,2015.0
2015-06-05,kwatt solutions,renewable energy solutions,,mumbai,,Seed Funding,4.17,6.0,2015.0
2015-06-05,medwell ventures,healthcare\\nservice provider,,bangalore,"fidelity growth partners, fidelity biosciences",Private Equity,83.5,6.0,2015.0
2015-06-05,jugnoo,auto rickshaw based services,,chandigarh,"snow leopard, paytm",Private Equity,41.75,6.0,2015.0
2015-06-08,applied solar technologies,off-grid solar power,,mumbai,"future fund,bessemer venture, capricorn investment and ifc",Private Equity,334.0,6.0,2015.0
2015-06-09,clovia,private label lingerie ecommerce,,new delhi,ivycap ventures,Private Equity,41.75,6.0,2015.0
2015-06-09,swiggy,online food ordering,,bangalore,"norwest venture partners, saif partners, accel partners",Private Equity,137.78,6.0,2015.0
2015-06-09,paymango,mobile commerce platform,,gurgaon,group of angel investors,Seed Funding,0.28,6.0,2015.0
2015-06-09,teritree,digital marketing services,,bangalore,kcl,Seed Funding,1.17,6.0,2015.0
2015-06-10,voonik,fashion ecommerce store,,bangalore,"sequoia capital, seedfund",Private Equity,41.75,6.0,2015.0
2015-06-11,adstringo,mobile compression software,,mumbai,"arihant patni, vishal khare, viswanath ramachandran",Seed Funding,2.92,6.0,2015.0
2015-06-11,faircent,peer to peer lending platform,,gurgaon,m&s partners pte. ltd,Seed Funding,0.42,6.0,2015.0
2015-06-12,la renon,global healthcare products,,ahmedabad,sequoia capital,Private Equity,133.6,6.0,2015.0
2015-06-15,homelane,home furnishing solutions,,bangalore,sequoia capital,Private Equity,417.5,6.0,2015.0
2015-06-15,shippr,intra-city logistics service,,bangalore,i2india pvt ltd,Seed Funding,4.17,6.0,2015.0
2015-06-16,couponraja,online coupon & comparison platform,,mumbai,"mahesh pratapneni, pallab chatterjee & others",Seed Funding,4.17,6.0,2015.0
2015-06-17,mydentist,dental clinic chain,,mumbai,"lgt group, asian healthcare fund, seedfund",Private Equity,68.47,6.0,2015.0
2015-06-18,fracktal works,3d printer manufacturer,,bangalore,neoteric infomatique limited,Private Equity,25.05,6.0,2015.0
2015-06-18,hansa customer equity,it / customer engagement consulting,,mumbai,ask pravi,Private Equity,41.75,6.0,2015.0
2015-06-19,housejoy,home services marketplace,,bangalore,matrix partners,Private Equity,33.4,6.0,2015.0
2015-06-19,fundsindia,financial services platform,,chennai,"faering capital, foundation capital, inventus capital partners",Private Equity,91.85,6.0,2015.0
2015-06-20,cupick,social network for artists,,bangalore,group of angel investors from us/india,Seed Funding,1.0,6.0,2015.0
2015-06-20,tracxn,startup funding platform,,bangalore,"sachin bansal, bunny bansal & other investors",Private Equity,83.5,6.0,2015.0
2015-06-21,holachef,food delivery platform,,mumbai,"kalaari capital, india quotient",Private Equity,25.89,6.0,2015.0
2015-06-22,elong,data driven recruitment recommendation,,bangalore,"kunal bahl, rohit bansal, blume ventures, phanindra sama, raju reddy",Private Equity,41.75,6.0,2015.0
2015-06-22,vidgyor,video advertisement platform,,bangalore,angelprime,Seed Funding,4.17,6.0,2015.0
2015-06-23,goodservice,mobile chat based concierge service,,new delhi,sequoia capital,Private Equity,13.36,6.0,2015.0
2015-06-23,treebo,online budget hotel booking service,,bangalore,"matrix partners india, saif partners",Private Equity,50.1,6.0,2015.0
2015-06-23,edukart,online education marketplace,,new delhi,"holostik group, youwecan ventures, 500 startups, vijay shekhar sharma, manish kheterpal, amit patni",Private Equity,8.35,6.0,2015.0
2015-06-24,indix,saas product intelligence platform,,,"nokia growth partners, nexus venture partners, avalon ventures",Private Equity,125.25,6.0,2015.0
2015-06-24,the porter,logistics tech,,mumbai,"sequoia capital, kae capital, anupam mittal, sandeep tandon",Private Equity,45.92,6.0,2015.0
2015-06-24,retention,app analytics platform,,bangalore,"mercury fund, anshu sharma, pratyush prasanna, robert winters & others",Seed Funding,4.17,6.0,2015.0
